1.201338424682617188e+02,1.202581253051757812e+02,1.189388122558593750e+02,1.192017211914062500e+02,1.192017211914062500e+02,8.830900000000000000e+05
1.191978988647460938e+02,1.193116607666015625e+02,1.177676849365234375e+02,1.183126220703125000e+02,1.183126220703125000e+02,6.781590000000000000e+05
1.182887191772460938e+02,1.183269577026367188e+02,1.177437820434570312e+02,1.180497131347656250e+02,1.180497131347656250e+02,5.596070000000000000e+05
1.180497131347656250e+02,1.184512405395507812e+02,1.176290664672851562e+02,1.182621459960937500e+02,1.182621459960937500e+02,3.428920000000000000e+05
1.182600402832031250e+02,1.185086059570312500e+02,1.179923553466796875e+02,1.181357574462890625e+02,1.181357574462890625e+02,3.693610000000000000e+05
1.181357574462890625e+02,1.182122344970703125e+02,1.177739028930664062e+02,1.180210342407226562e+02,1.180210342407226562e+02,4.631170000000000000e+05
1.180114746093750000e+02,1.188240890502929688e+02,1.179009552001953125e+02,1.185659637451171875e+02,1.185659637451171875e+02,7.732710000000000000e+05
1.195124282836914062e+02,1.205640563964843750e+02,1.191586990356445312e+02,1.194455032348632812e+02,1.194455032348632812e+02,1.525067000000000000e+06
1.194627151489257812e+02,1.198183593750000000e+02,1.191300201416015625e+02,1.197514343261718750e+02,1.197514343261718750e+02,4.778530000000000000e+05
1.197316513061523438e+02,1.198183593750000000e+02,1.193465576171875000e+02,1.197323150634765625e+02,1.197323150634765625e+02,4.136360000000000000e+05
1.197227554321289062e+02,1.201529617309570312e+02,1.196319274902343750e+02,1.201529617309570312e+02,1.201529617309570312e+02,3.681110000000000000e+05
1.201434020996093750e+02,1.209560241699218750e+02,1.200286788940429688e+02,1.209177856445312500e+02,1.209177856445312500e+02,5.837120000000000000e+05
1.209369049072265625e+02,1.211089859008789062e+02,1.204349899291992188e+02,1.204349899291992188e+02,1.204349899291992188e+02,5.394590000000000000e+05
1.204206466674804688e+02,1.206883392333984375e+02,1.199808807373046875e+02,1.206596527099609375e+02,1.206596527099609375e+02,6.972080000000000000e+05
1.213193130493164062e+02,1.240248489379882812e+02,1.211472244262695312e+02,1.239579315185546875e+02,1.239579315185546875e+02,1.342253000000000000e+06
1.239770507812500000e+02,1.260803070068359375e+02,1.239770507812500000e+02,1.251529617309570312e+02,1.251529617309570312e+02,1.662170000000000000e+06
1.251720733642578125e+02,1.254477157592773438e+02,1.247418670654296875e+02,1.248852844238281250e+02,1.248852844238281250e+02,8.143910000000000000e+05
1.248948364257812500e+02,1.256978988647460938e+02,1.248374786376953125e+02,1.251720733642578125e+02,1.251720733642578125e+02,7.854210000000000000e+05
1.251768646240234375e+02,1.254015274047851562e+02,1.242638549804687500e+02,1.243212127685546875e+02,1.243212127685546875e+02,6.071850000000000000e+05
1.243212127685546875e+02,1.248661575317382812e+02,1.234321212768554688e+02,1.238145217895507812e+02,1.238145217895507812e+02,9.121210000000000000e+05
1.238145217895507812e+02,1.239866180419921875e+02,1.233843231201171875e+02,1.235946426391601562e+02,1.235946426391601562e+02,8.818190000000000000e+05
1.243212127685546875e+02,1.247227630615234375e+02,1.226194992065429688e+02,1.241778182983398438e+02,1.241778182983398438e+02,1.027152000000000000e+06
1.241491394042968750e+02,1.244837570190429688e+02,1.236424484252929688e+02,1.236902542114257812e+02,1.236902542114257812e+02,4.983420000000000000e+05
1.236711273193359375e+02,1.238432083129882812e+02,1.232122421264648438e+02,1.233126220703125000e+02,1.233126220703125000e+02,3.985530000000000000e+05
1.232982788085937500e+02,1.238814544677734375e+02,1.232982788085937500e+02,1.233843231201171875e+02,1.233843231201171875e+02,3.599520000000000000e+05
1.234082260131835938e+02,1.235694122314453125e+02,1.232791595458984375e+02,1.234034423828125000e+02,1.234034423828125000e+02,2.980450000000000000e+05
1.234130020141601562e+02,1.239005813598632812e+02,1.233747634887695312e+02,1.235946426391601562e+02,1.235946426391601562e+02,4.155900000000000000e+05
1.235850906372070312e+02,1.237351837158203125e+02,1.233174057006835938e+02,1.233174057006835938e+02,1.233174057006835938e+02,6.026460000000000000e+05
1.229158782958984375e+02,1.236328964233398438e+02,1.220936889648437500e+02,1.222275314331054688e+02,1.222275314331054688e+02,8.220230000000000000e+05
1.222753372192382812e+02,1.224569778442382812e+02,1.217399597167968750e+02,1.219120483398437500e+02,1.219120483398437500e+02,5.483060000000000000e+05
